0.583736, 0.882638, 0.412906, 1, 0.844572, 1, 0.167485, 0.977277, 1
0.606795, 0.902042, 0.309548, 1, 0.837769, 0.846154, 0.132845, 0.884441, 0
0.59431, 0.8784, 0.428629, 1, 0.863747, 1, 0.189816, 0.980551, 1
0.599704, 0.899522, 0.306099, 1, 0.834591, 0.84507, 0.133476, 0.924473, 0
0.581877, 0.881841, 0.410933, 1, 0.858449, 1, 0.191554, 0.981009, 1
0.607733, 0.912957, 0.317033, 1, 0.828667, 0.852941, 0.132006, 0.911532, 0
0.590986, 0.901528, 0.428741, 1, 0.865496, 1, 0.195688, 0.977379, 1
0.610364, 0.915391, 0.301371, 1, 0.83527, 0.833866, 0.133637, 0.87259, 0
0.585407, 0.895782, 0.402368, 1, 0.868967, 1, 0.164477, 0.980444, 1
0.607889, 0.910734, 0.296243, 1, 0.837146, 0.833866, 0.132657, 0.873315, 0
0.587751, 0.903729, 0.408474, 1, 0.852474, 1, 0.195542, 0.979722, 1
0.604907, 0.912403, 0.3088, 1, 0.837036, 0.84472, 0.133663, 0.89193, 0
0.585403, 0.892258, 0.416681, 1, 0.852474, 1, 0.171928, 0.982258, 1
0.60175, 0.905383, 0.331007, 1, 0.833793, 0.828125, 0.134434, 0.859034, 0
0.5864, 0.848301, 0.394807, 1, 0.854875, 1, 0.193427, 0.98262, 1
0.603999, 0.908109, 0.303324, 1, 0.837042, 0.845679, 0.134364, 0.892808, 0
0.584719, 0.88339, 0.404254, 1, 0.851268, 1, 0.192709, 0.982765, 1
0.606711, 0.908507, 0.315321, 1, 0.824277, 0.853125, 0.135403, 0.899885, 0
0.58253, 0.890791, 0.387087, 1, 0.851268, 1, 0.192348, 0.996348, 1
0.607935, 0.91135, 0.308258, 1, 0.824492, 0.848101, 0.134686, 0.891631, 0
0.582518, 0.883957, 0.406451, 1, 0.851268, 1, 0.19909, 0.978489, 1
0.606175, 0.905863, 0.323354, 1, 0.831496, 0.842282, 0.133921, 0.879212, 0
0.583634, 0.905374, 0.404721, 1, 0.851268, 1, 0.197419, 0.979017, 1
0.603292, 0.90149, 0.314784, 1, 0.82575, 0.845455, 0.13229, 0.895638, 0
0.585218, 0.89056, 0.41069, 1, 0.851268, 1, 0.197345, 0.998367, 1
0.604457, 0.900432, 0.313178, 1, 0.824613, 0.853125, 0.134475, 0.899826, 0
0.586738, 0.887198, 0.406625, 1, 0.851268, 1, 0.196228, 0.977718, 1
0.598992, 0.900831, 0.308544, 1, 0.827525, 0.828125, 0.132067, 0.859522, 0
0.33168, 0.0385449, 0, 1, 0, 0.473469, 0.054953, 0.621289, 0
0.605507, 0.890335, 0.401075, 1, 0.945433, 1, 0.090883, 0.969723, 1
0.616671, 0.802813, 0.157532, 1, 0.785354, 0.902542, 0.140775, 0.950955, 0
0.606395, 0.835442, 0.378319, 1, 0.945036, 1, 0.0907152, 0.9726, 1
0.619222, 0.79728, 0.162388, 1, 0.792544, 0.902954, 0.140204, 0.948188, 0
0.654561, 0.895388, 0.441576, 1, 0.950089, 1, 0.088788, 0.904247, 1
0.598892, 0.765211, 0.147707, 1, 0.782216, 0.903361, 0.133805, 0.95299, 0
0.349294, 0.31124, 0, 1, 0, 0.70915, 0.0398799, 0.788462, 0
0.60813, 0.881914, 0.389878, 1, 0.943034, 1, 0.0905278, 0.955073, 1
0.610748, 0.80041, 0.141037, 1, 0.765721, 0.903361, 0.139985, 0.95201, 0
0.606268, 0.877411, 0.383899, 1, 0.935558, 1, 0.0912225, 0.964611, 1
0.605994, 0.793075, 0.144376, 1, 0.762542, 0.903361, 0.143332, 0.953159, 0
0.607097, 0.893367, 0.380867, 1, 0.938932, 1, 0.0934633, 0.968634, 1
0.619169, 0.798152, 0.151785, 1, 0.758224, 0.902542, 0.141924, 0.95312, 0
0.60799, 0.889983, 0.406588, 1, 0.940176, 1, 0.0944621, 0.963307, 1
0.615223, 0.802219, 0.154867, 1, 0.761961, 0.902542, 0.146234, 0.947016, 0
0.299262, 0.486246, 0, 1, 0, 0.714706, 0.0409474, 0.685604, 0
0.609193, 0.897067, 0.408749, 1, 0.932539, 1, 0.0944348, 0.962643, 1
0.608136, 0.789575, 0.146215, 1, 0.751673, 0.903361, 0.143883, 0.947632, 0
0.606706, 0.884756, 0.389585, 1, 0.932539, 1, 0.0998276, 0.961998, 1
0.613827, 0.790091, 0.145346, 1, 0.779874, 0.923333, 0.140305, 0.967133, 0
0.324953, 0.226295, 0, 1, 0, 0.60678, 0.0552565, 0.679251, 0
0.608231, 0.868463, 0.393936, 1, 0.935984, 1, 0.0926752, 0.959516, 1
0.614813, 0.800407, 0.166305, 1, 0.766466, 0.902542, 0.138557, 0.948226, 0
0.364027, 0.292365, 0, 1, 0.999987, 0.429167, 0.117219, 0.444203, 0
0.581073, 0.862341, 0.321119, 1, 0.857261, 1, 0.173021, 0.972644, 1
0.624971, 0.88588, 0.459023, 1, 0.80096, 0.996479, 0.172706, 0.999613, 0
0.577732, 0.826839, 0.309137, 1, 0.871262, 1, 0.212484, 0.965068, 1
0.621988, 0.891602, 0.449021, 1, 0.776515, 1, 0.176808, 0.998441, 0
0, 0.916347, 0.428253, 1, 0, 0.68323, 0, 0.746471, 0
0.576016, 0.822248, 0.300468, 1, 0.874675, 0.997253, 0.197136, 0.9425, 1
0.626044, 0.892358, 0.463296, 1, 0.77996, 1, 0.177259, 0.99961, 0
0, 0.916147, 0.396843, 1, 0, 0.708861, 0, 0.757271, 0
0.581512, 0.847369, 0.293674, 1, 0.874108, 0.997368, 0.195684, 0.965499, 1
0.621348, 0.882745, 0.470522, 1, 0.797616, 1, 0.169639, 1, 0
0, 0.916977, 0.409112, 1, 0, 0.729282, 0, 0.779396, 0
0.576066, 0.822301, 0.298574, 1, 0.863162, 1, 0.203666, 0.968373, 1
0.623402, 0.883552, 0.467868, 1, 0.80096, 1, 0.169804, 1, 0
0, 0.931615, 0.417761, 1, 0, 0.6875, 0, 0.740558, 0
0.576979, 0.80674, 0.302205, 1, 0.860813, 1, 0.199751, 0.943803, 1
0.624411, 0.883545, 0.474443, 1, 0.776515, 1, 0.173813, 0.99961, 0
0, 0.929075, 0.394573, 1, 0.611354, 0.673171, 0, 0.702018, 0
0.562884, 0.781946, 0.299255, 1, 0.86433, 1, 0.210505, 0.990171, 1
0.636869, 0.904626, 0.473936, 1, 0.772363, 0.996296, 0.167384, 0.998848, 0
0, 0.912511, 0.407965, 1, 0, 0.708075, 0, 0.743659, 0
0.573371, 0.830058, 0.28413, 1, 0.860813, 0.992021, 0.209559, 0.967878, 1
0.617505, 0.879469, 0.455379, 1, 0.772363, 1, 0.164519, 0.998503, 0
0, 0.909262, 0.408109, 1, 0, 0.723757, 0, 0.77562, 0
0.578578, 0.827322, 0.295504, 1, 0.86433, 0.99734, 0.201486, 0.94446, 1
0.623722, 0.887792, 0.450655, 1, 0.780647, 1, 0.171133, 0.99961, 0
0, 0.919819, 0.426364, 1, 0, 0.711656, 0, 0.748148, 0
0.568563, 0.835571, 0.302701, 1, 0.874675, 0.997368, 0.218068, 0.95823, 1
0.627602, 0.893516, 0.476592, 1, 0.804949, 1, 0.17284, 0.99884, 0
0, 0.920483, 0.401873, 1, 0.610992, 0.673171, 0, 0.698191, 0
0.575656, 0.821535, 0.305654, 1, 0.890116, 0.997368, 0.218238, 0.954141, 1
0.623404, 0.898032, 0.47001, 1, 0.804286, 0.99, 0.167243, 0.997994, 0
0, 0.922356, 0.407574, 1, 0.606951, 0.673171, 0, 0.701245, 0
0.56378, 0.811991, 0.277077, 1, 0.797616, 0.997368, 0.194406, 0.975433, 1
0.629237, 0.892668, 0.491411, 1, 0.776515, 1, 0.175377, 0.999205, 0
0.567517, 0.820722, 0.291787, 1, 0.874675, 0.994737, 0.213253, 0.982257, 1
0.621387, 0.884739, 0.462148, 1, 0.804949, 1, 0.167112, 0.997654, 0
